transliteration,translation,source
e-kà li-li-ik i-na ṭup-pí-im ša ší-ma-at gap-gap-gap-gap,Please keep an eye on the boy.,sentence_word_index
KIŠIB ì-lí-áš-ra-ni DUMU a-šur-DU10 KIŠIB šu-sú-in DUMU da-dí-im KIŠIB e-nu-bé-lúm ša ší-tí ša,"Seal of Ilī-ašranni, son of Aššur-ṭāb, seal of Šu-Suen, son of Dadum, seal of Ennam-Bēlum, of the remainder of the debt of Ir'am-Aššur.",train_split
a-na pu-šu-ke-en6 ù i-na-a qí-bi-ma um-ma šu-ku-bu-ma,To Pūšu-kēn and Innāya from Šū-Kūbum:,sentence_word_index
a-na il5-kà-ší-id,Addressed to Il-kāšid.,sentence_word_index
ITU.1.KAM áb-ša-ra-ni,He will pay within 6 months.,train_split
ma-na 13 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er kà-ri-im {d}en-LÍL-ba-ni i-šu,The colony of Enlil-bāni owes 2 mina 13 shekels refined silver.,sentence_word_index
iš-tù ha-mu-uš-tim ša i-na-ah-DINGIR,From the ḫamuštum of Inaḫ-ilī big_gap,sentence_word_index
lá ú-šé-ru-du ša ú-šé-ru-du 10 ma-na KÙ.BABBAR i-ša-qal,Who does lead them down shall pay 10 minas of silver.,train_split
um-ma i-dí-a-bu-um-ma ke-na té-zi-ba-am a-na a-wa-tim a-ni-a-tim kà-ru-um wa-ah-šu-ša-na i-dí-ni-ma ṭup-pá-am a-dí-in IGI GÍR-ša-a-šùr,"Idī-abum said: ""True. You left it.""",sentence_word_index
ma-na URUDU a-na pá-ni-a šé-bi4-lam iš-té-en6,Send one of your servants before I come.,train_split
30 GÚ 15 ma-na URUDU qá-du-um ší-im 3 TÚG.HI-a bu-lá-tí ša a-bu-ni e-zi-ib e-zi-ib ba-áb-tim ša É.GAL-lim a-na 40 GÚ SIG5 ša a-lá-ha-am ù id-na-a-šùr a-na ša ki-ma um-mì-a-ni ú-ša-zi-zu a-na,"30 talents 15 minas of copper, including the price of 3 textiles, were the assets that our father left - apart from the outstanding claim on the palace to 40 talents of good copper for which he had appointed Ali-ahum and Iddin-Aššur to represent the investors.",train_split
a-pu-tum i ša-am-ší ša a-ma-kam e-ra-ba-ni ṭup-pá-am ša hu-bu-li lá-qé-ep IGI 3 DUMU um-me-a-ni šu-ba-al-ki-it-ma me-ha-ar-šu a-na šu-nu-tí dí-in ù ša-nàm me-eh-ra-am a-ta kà-il5 ṭup-pá-am ki-iš-ma a-na a-lu-wa DUMU um-me-a-nim pí-qí-id-ma lu-ub-lu-nim GÁN-lam a šu-mì lá-qé-ep le-tí-iq a-hi a-ta i-hi-id,"Urgent, urgent, the very day he arrives there, copy the tablet of Lā-qēp's debt with 3 affiliated traders as witnesses; then give the copy to them while you yourself keep the other copy.",sentence_word_index
a-na pu-šu-ke-en6 ù šu-IŠTAR qí-bi4-ma um-ma a-šur-be-lá-wa-tí-ma 1,To Pūšu-kēn and Šū-Ištar from Aššur-bēl-awātum:,sentence_word_index
KIŠIB ku-zi-zi-a a-na en-um-a-šur DUMU šál-ma-a-šùr ù šu-be-lim,"Seal of Kuziziya; to Ennam-Aššur son of Šalim-Aššur, and Šu-Bēlum.",original_document
GÚ 28 ma-na URUDU ša kà-ú-nim i-na É kà-ri-im i-na bu-ru-uš-ha-dum a-lá-qé 1 {TÚG}ku-ta-nam áš-ra-kam-ma a-na qá-tí-a a-dí 20,I shall receive 4 talents 28 minas copper to be secured in the colony office in Burušḫattum.,sentence_word_index
ša 14 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im,Concerning 14 minas of refined silver that Iddin-abum owes to Amur-Ištar.,train_split
áš-pu-ra-kum um-ma a-na-ku-ma ki-ma ṣú-ha-ru e-ru-bu-ni-ni ma-ma-an i ša-ha-tí-a lá-šu a-pu-tum i-na ša-am-ší ṭup-pì ta-ša-me-ú 5 ma-na KÙ.BABBAR ku-nu-uk-ma ku-nu-ki-kà 1 ṣú-ha-ru-um lu-ub-lam,"I wrote to you, saying: Since the servants have entered there is no one to assist me."" Urgent, the very day you hear my letter, seal 5 minas of silver and let one servant bring it under your seal.",train_split
a-na pu-šu-ke-en6 qí-bi4-ma um-ma dan-a-šùr-ma a-bi a-ta be-lí a-ta,To Pūšu-kēn from Dān-Aššur:,sentence_word_index
dan-a-šur i-ra-de8-šu-um 5.33333 ma-na 5 GÍN,"Dān-Aššur will drive to him 1 talent 10 minas tin, 2 textiles, and a black donkey.",sentence_word_index
šu-ma lá-šu a-šar wa-aš-bu i ṣú-ha-ri-a šu-up-ra-šu-ma KÙ.BABBAR lu-ša-áš-qí-il5-šu,"If he is absent, then write to him by means of one of my servants to where he is staying, so he can make him pay the silver.",sentence_word_index
iš-tù ta-áš-pu-ra-ni-ni ša-li-iš-tum ša-tum a lá-qá AN.NA MU.5.ŠÈ šu-ma-mì-in4 a-šùr-dan wa-ar-kà-sú-nu i-li-ik-ma KÙ.BABBAR ù-ša-áš-qí-il5-šu-nu,"After you wrote to me, third year for the taking of the silver -- should Aššur-dān go after after them and he casued them to pay. ???",sentence_word_index
KIŠIB da-dí-a DUMU ba-za-za KIŠIB i-di-a-bi4-im DUMU i-dí-sú-in KIŠIB IŠTAR-il5-šu DUMU a-zu-za-a KIŠIB a-šur-dUTU-ši DUMU ì-lí-tù-ra-am 0.66666 ma-na 1 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-il5-šu DUMU a-zu-za-a,"Seal of Dadiya, son of Bazaza; seal of Iddin-abum, ; seal of Aššur-šamsī, . 0.6666 mina 5 shekels of refined silver Ištar-ilšu, son of Azuzaya, owes to Aššur-ṭāb, son of Elamma.",train_split
ša-du-at KÙ.BABBAR-pí-kà kà-ru-um il5-qé ŠU.NÍGIN 1 me-at 22 TÚG.HI.A lu pí-ri-kà-nu lu sà-áp-tí-ni a-bar-ni-am ú ra-qá-tám 2 ANŠE.HI.A ṣa-lá-mu-ú mì-ma a-nim,"In all: 122 textiles, , , an Abarnian and a thin one, and 2 black donkeys - Adad-pilah is on his way to you with all this under our seal.",train_split
14 GÍN KÙ.BABBAR.KI da-ra-ší 13- gap GÍN KÙ.BABBAR.KI ma-ma-hi-ir 0.33333 ma-na 5 GÍN KÙ.BABBAR a-šu-mì lu-lu áš-qúl 7 GÍN KÙ.BABBAR.KI i-dí-ku-bi4-im DUMU ší-ip-ri-im 0.33333 ma-na KÙ.BABBAR i-na KÙ.BABBAR-pì-a le-qé-a-ma a-na da-ra-ší dí-na,"14 shekels of silver owed by Daraši; 13+ gap shekels of silver owed by Man-mahir; I paid 0.3333 mina 5 shekels of silver on behalf of Lulu; 7 shekels of silver owed by Iddin-Kūbum, the son of the envoy; take 0.3333 mina of silver of my silver and give it to Daraši.",original_document
ri-ik-sà-am ša hu-sá-ri ša a ší-tí-kà {d}UTU-ták-lá-ku ÌR-ad-ka na-áš-a-kum,Aššur-taklāku your servant brings you one bundle of lapis belonging to your wife.,sentence_word_index
a-na šu-ta-mu-zi e-lá-a a-šùr-ma-sú-wi ù en-um-a-šùr a-na a-šur-ma-sú-wi qí-bi4-ma um-ma en-um-a-šùr-ma a-na-kam a-dí,"To Šu-Tammuzi, Elaya, Aššur-massuʾī and Ennam-Aššur; specifically to Aššur-massuʾī from Ennam-Aššur: Here you confronted me five or ten times, and you said: My dear brother, let me not stay with empty hands and perish!",train_split
ù IŠTAR-lá-ma-sí ša-bu-ú,That house now belongs to Šalimma.,train_split
GÍN KÙ a-na sá-ri-dim ù mì-šál sá-ri-dim a-na ta-ba-lim ni-dí-in 3 ANŠE ṣa-lá-mu 1 ma-na KÙ.BABBAR it-bu-lu 2 TÚG ša,"Of the 10 minas of silver, its import duty added, that you sent, 5 shekels of silver was too little for the import duty; we gave 10 shekels of silver as export duty. 11 shekels of silver, either sacks or harness for the donkeys we shall clear, and a message from us will come to you.",train_split
KIŠIB ma-ma-hi-ir dan-a-šur DUMU PUZUR4-a-šur a-lá-hi-im a-hi-šu ù šu-IŠTAR DUMU šu-ki-tim a-na en-um-a-šur DUMU ša-lim-a-šur,"Seal of Man-mahir, Dan-Aššur son of Puzur-Aššur, Ali-ahum his brother and Šu-Ištar son of Šukkutum; to Ennam-Aššur son of Šalim-Aššur.",original_document
a-šar a-lá-hi-im li-ib-ší a-šu-mì KÙ.BABBAR ša i-dí-a-šur a-dí ha-am-ší-šu tí-ir-tí i-li-kà-ku-nu-tí ú,You have not sent me word to inform me whether he has paid the silver and its interest or not.,train_split
ma-na 1.75 GÍN a-na 10 ha-am-ša-tim i-ša-qal,1 Mine 1¾ wird er is zum zehnten Amtstag zahlen.,sentence_word_index
GÍN lu ki-ib-sà-tum lu mu-ṭá-ú KÙ.BABBAR-ap-kà i-bi-ti-iq,Your silver was deducted 16 1/2 shekels both deductions and losses.,sentence_word_index
TÚG a-šùr-ba-áš-tí na-áš-a-kum,Aššur-bašti brings you 2 textiles.,sentence_word_index
ma-na URUDU ma-sí-a-am i-ṣé-er ú-nu-ba ú a-ší-a-at wa-ar-dí ša dan-a-šur lu-zi i-šu,"Unuba and Ašiat, servants of Dān-Aššur, owe Luzi 15 minas washed copper.",sentence_word_index
um-ma a-ta-ma a-šar a-bu-kà ù a-bu a-bi-kà i-na pá-ni-tim a mì-nim TÚG.HI.A il5-ta-ab-šu-ni ù a-ta a-ma-kam na-ru-qám na-an-ší-ma gap li-it-ba-áš a-šu-mì a-šur-DU10 DUMU qar-ri-a ša ta-áš-pu-ra-ni a-ma-kam KÙ.BABBAR-ap-kà gap-im li-qé gap-ma ú-lá i-šu a-ma-kam lu iš-tí gap-ri-šu,"Thus you will say: ""Why big_gap where your father and your father's father in the past big_gap to whom the god big_gap so you must there carry the sack big_gap and be clothed.""",sentence_word_index
um-mì-a-nim iṣ-ba-at-ma É-tí ú-na-dí-du-ma TÚG.HI-tí-kà ú-šé-ṣí-ú ṭup-pá-am,Therefore I drew up a tablet for you and I named you my witnesses.,train_split
a-šur-ma-lik ù-lá ik-šu-ud,But Aššur-mālik did not arrive.,sentence_word_index
a-na pu-šu-ke-en6 qí-bi4-ma,To Pūšu-kēn;,sentence_word_index
a-na a-šùr-na-da qí-bi4-ma um-ma ì-lí-a-lúm-ma,To Aššur-nādā from IIī-ālum:,sentence_word_index
GÚ 45 ma-na URUDU SIG5 ša bu-ra-am i-ṣé-er šu-IŠTAR DUMU a-šur-e-mu-qí ú a-šur-ba-ni big_gap DUMU hu-du-ur-lá zu-ku-a i-šu iš-tù ha-muš-tim ša a-šur-DUG,Šū-Ištar s. Aššur-emūqī and Aššur-bāni big_gap s. Ḫudurla owe 1 talent 45 minas refined copper scraps ? to Zukua.,sentence_word_index
big_gap xxxx 20- gap xx TÚG šu-ra-am a-na 11 GÍN a-na É kà-ri-im a-dí-i i-na 2,big_gap big_gap big_gap big_gap big_gap big_gap one dark colored textile I deposited for 11 shekels at the colonial office.,train_split
KIŠIB na-ni-a DUMU ha-a-a KIŠIB qá-ta-tim DUMU a-šur-i-mì-tí KIŠIB ú-ṣú-pí-iš-ki-im DUMU šu-a-nim a-wi-lu-ú a-ni-ú-tum da-a-nu,"Seal of Nannia son of Haya seal of Katātum son of Aššur-imittī, seal of Uṣup-iškum son of Šū-Anum; these men are the judges.",sentence_word_index
um-ma a-lá-hi-im-ma a-šur-re-ṣí en-um-a-šur ù da-dí-a a-na e-lá-ma qí-bi-ma a ma-lá té-er-tí-kà 30 ma-na KÙ.BABBAR É tám-kà-ri-im a-na ṣí-ib-tim ni-il5-qé-a-ku-um a-ṣé-er É ša ta-am-gu5-ru mì-ša-al šu-ub-tí-im nu-ṭa-hi-ma 3 ma-na KÙ.BABBAR ni-iš-qú-ul i-hi-id-ma KÙ.BABBAR a-na ṣí-ib-tim i-lá-ak KÙ.BABBAR šé-bi4-lá-am ší-mu-um ša-i-im a-šur-mu-ta-pì-il5 i-na pá-ni-ú-tim ni-ṭá-ra-dá-am da-a-nu u4-me ŠÈ.2.MU iš-ku-na-ku-um u4-mu-ú e im-lu-ú-ma i-na ṭup-pì-kà e ú-ki-šu-kà i-hi-id ṭup-pá-am ša me-ra a-zu-a šé-bi4-lam,"Thus Ali-ahum, Aššur-rēṣī, Ennam-Aššur and Dadiya, say to Elamma: In accordance with your instruction we borrowed for you at interest 30 minas of silver at a merchant's office. We added half a to the surface of the house plot about which you had reached an agreement and we paid 3 minas of silver. Realize well that the silver is interest bearing, so send the silver. The purchases have been made, we will send Aššur-mūtappil off to you with the next opportunity. The judges have set you a term of two years, don't exceed that term lest they disavow you on the basis of your tablet. Take care to send the tablet of the son of Azua.""""",original_document
a-na a-šur-na-da šu-ma-li-bi-a-šùr ù a-lu-lá-a qí-bi-ma um-ma {d}IŠKUR.DÙL-ma 24 GÚ 10 ma-na,"To Aššur-nādā, Šumma-libbi-Aššur and Alulaya from Adad-ṣulūlī:",sentence_word_index
ITU.KAM ša ke-na-tim,Month: ša kēnātim.,sentence_word_index
né-nu a-na-kam gap gap-ni ni-ša-a-al ga-me-er a-wa-tim-ma gap tí big_gap-a-lim{ki} iš-tù big_gap a-bu-ša-lim gap iš-tí PUZUR4 gap ni-ni gap ni-il5-qé-ú šé-bi-lam a-šur-ANDUL ṭur4-dam ì-GIŠ gap šé-bi-lam,"And we here big_gap we will ask the man who settled the affair and the big_gap which after Abu-Šalim had left we had obtained big_gap from/with Puzur- big_gap , send us that.",sentence_word_index
a-na a-wa-tim e ta-dí-a eṭ-lúm lá SIG5 ih-da-ma ša-ṣí-ra,Take care and stand guard!,train_split
URUDU ša PUZUR4-a-šur i li-bi i-a-šar i-šu-ú URUDU ta-áš-bi-ta-am i-dí-ni-a-tí,"The copper which Ea-šar owes Puzur-Aššur, he Ea-šar has given us the full payment of copper.",sentence_word_index
GÍN KÙ.BABBAR ku-nu-ku-a a-na ta-ta-a me-er-i-tí-a 3 GÍN KÙ.BABBAR ku-nu-ki-a a-na ša-zu-a DUMU.SAL en-nam-a-šùr šé-bu-lá-tim a-na a-šùr-UTU-ši áp-qí-id,"I entrusted 5 shekels silver under my seals for Tatāya my daughter and 3 shekels silver under my seal for Šazua, the daughter of Ennam-Aššur in a package to Aššur-šamšī.",sentence_word_index
ú-šé-ba-lá-ku-nu-tí a-na-kam i-nu-mì e-ri-qá-tim a-na pu-ru-uš-ha-dim iš-tí dan-a-šur DUMU PUZUR4-a-šur a-bu-ku tí-ir-tí a-na ṣé-er ha-na-a i-dí-ku-bi-im ú dan-a-šur big_gap áš-pu-ur-ma 25 ma-na big_gap ú-ša-ak-ni-ku-šu-nu big_gap iš-tí i-dí-da-gán big_gap ù a-ṣé-er ša ki-ma,"Here, when I shipped the wagons to Purušhaddum with Dan-Aššur son of Puzur-Aššur, I sent my instructions to hanaya, Iddin-Kūbum and Dan-Aššur, and they made them seal 25 minas of big_gap with Iddin-Dagān big_gap and to the representatives of big_gap also, the instructions of the representatives big_gap",train_split
kà-ri-im ú-ṣa-áb ITU.KAM qá-ra-a-tim li-mu-um,"Month VIII, year eponymy of Elālī, son of Ikūnum.",train_split
um-ma pu-šu-ke-en6-ma a-šur-dan ù en-um-a-šur-ma a-na IŠTAR-pì-lá-ah qí-bi4-ma 1.5,"From Pūšu-kēn, Aššur-dān and Ennum-Aššur to Ištar-pilaḫ:",sentence_word_index
a-na pu-šu-ke-en6 qí-bi4-ma um-ma a-hu-qar PUZUR4-a-šùr ù dan-a-šùr-ma,"To Pūšu-kēn from Aḫu-waqar, Puzur-Aššur and Dān-Aššur:",sentence_word_index
um-ma a-ta-ma mì-ma i pí um-mì-a-ni-a ta-ša-me-ú-ni uz-ni pí-té,"You said, ""Inform me about what you heard from the talk of my investors.""",sentence_word_index
ša 1 ma-na 7.5 GÍN KÙ.BABBAR i-ṣé-er ma-wa-áš-hi a-šur-na-da i-šu iš-tù ha-mu-uš-tim ša na-ra-am-sú a-na ha-ar-pè ta-ša-qal šu-ma lá ta-áš-qú-ul 3 GÍN.TA i-na ITU.1.KAM a-na 1 ma-na-em tù-ṣa-áb,Concerning 1 mina 7 1/2 shekels of silver which Mawašhi owes to Aššur-nādā--reckoned from the week of Narām-Sīn she must pay before harvest; if she has not paid she must add interest at the rate 3 shekels per month per mina.,sentence_word_index
a-pu-tum a ša-ra-gap-tim lá i-ša-ku-nu-šu-ma ù i-a-tí a-na-kam lá i-ma-ra-ṣa-am,Urgent! Do not set him for dishonesty? so that it grieves me here.,sentence_word_index
big_gap xxx KÙ.BABBAR big_gap xxx,Make him no favours on the interest.,train_split
ma-na URUDU ma-as-am 10 ṣí-ba-ra-tim a-na qá-tí-i e-lá-lí a-dí-in gap 2 ma-na lá-mu-nàm ša iš-tí-kà a-na i-li-a dí-in,"I gave 2 1/3 minas washed copper, and 10 household utensils to the account of Elāli.",sentence_word_index
KÙ.BABBAR a-ta a id gap šum ni,As for you big_gap silver big_gap,sentence_word_index
zu-pá i-ša-qal,Zupa will pay our the share.,sentence_word_index
KIŠIB a-ta-ta DUMU ša-lim-a-šur KIŠIB lá-qé-ep DUMU a-šur-i-dí KIŠIB en-um-A-šur wa-ar-dum ša hu-ra-ṣa-nim 5 GÍN KÙ.BABBAR i-ṣé-er en-um-a-šur lu-zi-i šu 1 TÚGku-ta-nam ša 5 GÍN KÙ.BABBAR en-um-a-šur i-na ša-na-at ú-šé-lá-am šu-ma a-dí ša-na-at ku-ta-na-am lá uš-té-li-am i-ša-qal ITU.KAM té-i-na-tim li-mu-um e-lá-lí sà-an-gu5-um,"Seal of Atata son of Šalim-Aššur, seal of Lā-qēp son of Aššur-idī, seal of Ennam-Aššur, huraṣānum's slave. Ennam-Aššur owes 5 shekels of silver to Luzi. Ennam-Aššur must bring up one -textile worth 5 shekels of silver within one year. If he has not brought up a within a year, he must pay 10 shekels of silver here. Month Te'inātum, eponymy Elālī, the high priest.",original_document
šu-ma kà-nu-tum a-na a-na-ah-ì-lí ta-tù-wa-ar a-lá-bu-um ú-ša-ha-sú-ú,"Should Kannūtum come back on Anah-ilī, then Ali-abum will clear him.",sentence_word_index
iš-tí en-um-a-šur tal-qé gap gap ša KÙ.BABBAR šu-a-tí gap gap gap -šu a pá-ni gap gap gap šé-bi4-lá-nim,"Further, you received 6 shekels of silver from Ennam-Aššur. big_gap of this silver big_gap before big_gap send it to me.",train_split
ša 5 ha-me-eš qá-ta-tim ša i-tur4-DINGIR ù en-na-nim 13 GÚ.TA SÍG 65 GÚ SÍG.HI.A ù 56 maš-ku-TA ŠU.NÍGIN 2 me-at 80 maš-ku mì-ma a-nim am-hu-ur ŠÀ 1 GÚ SÍG.HI.A a-na i-tur4-DINGIR 1 GÚ en-na-num il5-qé 30 ma-na a-na qá-ra-bi-tim ú 16 maš-ki a-ha-ma 5 GÚ,"Of the five shares belonging to Itūr-ilī and Ennānum: 13 talents of wool each, giving 65 talents of wool; and 56 fleeces each share - in all: 280 fleeces.",train_split
hi-na-a il5-qé IGI a-šur-be-el-a-wa-tim DUMU šu-a-nim IGI,"In the presence of Aššur-bēl-awātim, son of Šu-Anum, of Ennam-Adad, son of Zira.",train_split
ú ša 10 ma-na,"My dear brothers, pay attention to my instructions.",train_split
a-limki ni-ta-na-lá-ak-ma lá ú-šu-ru-ni-a-tí,There is no way of making profit in the City!,train_split
i-ta-dí-ma ma-ma-an ma-e i ṣé-ri-a lá i-ša-tí,"My dear brothers, my share from my m. should be deposited together with that of my partners so that no one drinks water off my back.",sentence_word_index
big_gap za-ku-ú-um e-zi-ib 2 ma-na ša DAM.GÀR ŠÀ.BA a ma-lá té-er-tí-kà 4 ma-na 10 GÍN ša ik-ri-bi4 a-na a-ta-a-a ù GAL-a-šur 2 ma-na 8.5 GÍN a-na hi-na-a ú a-ta-a-a 0.5 ma-na a-na a-šur-DU10 0.66666 ma-na 1 GÍN a-na a-ta-a-a 0.33333 ma-na a-na i-da-ZU 0.33333 ma-na a-na a-šùr-ba-ni mì-ma a-nim ku-nu-ki GAL-a-šur na-ší a-na 2 ANŠE 0.33333 ma-na 3 GÍN ni-iš-qúl 12 GÍN KÙ a-na kà-ší-im ú ma-ṣa-ra-tim xxxx en-nam-a-šur big_gap xxx ŠÀ.BA 0.33333 ma-na 6 GÍN KÙ.BABBAR xxxxx ki xxx URUDU ší-kam GAL-a-šur,"big_gap big_gap purified, apart from 2 minas of the . Thereof, in accordance with your instruction, 4 minas 10 shekels of temple funds for Ataya and Rabi-Aššur; 2 minas 8.5 shekels for hinnāya and Ataya; 0.5 mina for Aššur-ṭāb; 41 shekels for Ataya; 0.3333 mina for I-da-Suen; 0.3333 mina for Aššur-bāni - all this under my seals Rabi-Aššur is bringing. For 2 donkeys we paid 23 shekels, 12 shekels of silver for the official and the guarding big_gap big_gap big_gap big_gap big_gap big_gap big_gap Ennam?-Aššur big_gap big_gap big_gap Thereof 26 shekels of silver big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap big_gap -copper Rabi-Aššur.",original_document
big_gap áp-qí-id-ma i-ra-dí-ú-ni-kum i-na ú-mì-im i-šé-er-tám li-ta- gap -ú-ni-kum a-na ma-lá tí-ir-tim KÙ.BABBAR DAM.GÀR-im e-pu-uš,Let them big_gap the to you in the Make silver for ther merchant in accordance with the instructions.,train_split
iš-tù ha-mu-uš-tim ša a-lá-hi-im ù bu-sí-a i-ša na-ra-am-ZU ù i-ku-nim KÙ.BABBAR ni-iš-qúl,Reckoned from the week eponymy of Ali-ahum and Buṣiya we paid the silver during that of Naram-Suen and Ikūnum.,original_document
ú-ul KÙ.BABBAR li-is-qú-ul ú-ul ta-mì-šu 15,Either he pays the silver or you make him take an oath!,sentence_word_index
iš-tù ha-muš-tim ša a-šur-i-mì-tí DUMU zu-pá-lá-li,From the ḫamuštum of Aššur-imittī s. Zupa-lali.,sentence_word_index
i-ša-qal 0.66666 ma-na KÙ.BABBAR a 13 ha-am-ša-tim,"He will pay 50 shekels 2 ḫamuštum weeks from the ḫamuštum of Dada and Aššur-bāni, eponymate of Alia s. Šabakura.",sentence_word_index
šu-ma a-bi a-ta 1 ù 2 ma-na KI a-li-ki-im pá-nim-ma šé-bi-lam-ma šu-qá-al-kà lá i-pá-ṭá-ar-ma ù,"Please, my father, send me two minas with the next caravan, lest your packet of tin is opened and you get angry.",train_split
a-bu-ni a-ta a-na ma-nim ša-nim ni-da-gal KÙ.BABBAR,"Our dear father, to whom else can we turn?",sentence_word_index
1 GÚ 17 ma-na URUDU ù 0.5 ma-na KÙ.BABBAR ki-iš-da-tí-a ša a-na a-šur-na-da ù ú-zu-a e-zi-bu 25 ma-na URUDU a-šur-na-da il5-qé 10 ma-na a-lá-hu-um ku-ri-um il5-qé ší-tù-um iš-tí-šu-nu i-ba-ší 6 ma-na URUDU ší-im ep-ri a-na ú-zu-a e-zi-ib,"As to the 1 talent 17 minas of copper and 0.5 mina of silver, my earnings which I left with Aššur-nādā and Uzuwa — Aššur-nādā took 25 minas of copper; Ali-ahum, ""Shorty"", took 10 minas. The remainder is with them. I left 6 minas of copper, the price of rations, with Uzuwa.",original_document
GÍN KÙ.BABBAR i-pu-lu 8 {TÚG}ku-ta-ni iš-ra-tí-kà É.GAL-lúm il5-qé,They refunded 2 shekels silver.,sentence_word_index
šu-ma lá iš-qúl 1.5 GÍN.TA i-na ITU.1.KAM-im a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb,"If he does not pay on time, he will add 1 1/2 shekels per mina per month as interest.",sentence_word_index
ša-lim-dIŠKUR IGI lá-qé-pí-im IGI a-mur-dUTU IGI e-zé-e ṭup-pu-um ša bé-ú-lá-ti-šu a-ha-ma i-ba-ší,We made them swear an oath by the City for these words.,train_split
